,title,link,link_alternative,link_icon,summary,ondemand,generationdate,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,illuminationazimuthangle,illuminationzenithangle,vegetationpercentage,notvegetatedpercentage,waterpercentage,unclassifiedpercentage,mediumprobacloudspercentage,highprobacloudspercentage,snowicepercentage,cloudcoverpercentage,level1cpdiidentifier,gmlfootprint,footprint,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,datastripidentifier,granuleidentifier,identifier,uuid
9335854d-fad8-4c6b-bb50-37fd918fedd1,S2B_MSIL2A_20220825T080609_N0400_R078_T38VNN_20220825T100237,https://scihub.copernicus.eu/dhus/odata/v1/Products('9335854d-fad8-4c6b-bb50-37fd918fedd1')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('9335854d-fad8-4c6b-bb50-37fd918fedd1')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('9335854d-fad8-4c6b-bb50-37fd918fedd1')/Products('Quicklook')/$value,"Date: 2022-08-25T08:06:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 70.03 MB",false,2022-08-25 10:02:37,2022-08-25 08:06:09.024,2022-08-25 08:06:09.024,2022-08-25 12:56:31.362,28561,78,165.671501632386,50.8085830227804,98.317081,1.015081,0.667409,0.00043000000000000004,0.0,0.0,0.0,0.0,S2B_OPER_MSI_L1C_TL_2BPS_20220825T091323_A028561_T38VNN_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>60.33600597943178,46.69066655680735 60.36106276423494,46.705985681260415 60.504821738349335,46.793997070072365 60.64842625555047,46.88304359319502 60.791968585053496,46.972927685966894 60.87045707681127,47.02228004833368 60.333780433526485,46.98843616983896 60.33600597943178,46.69066655680735</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((46.98843616983896 60.333780433526485, 47.02228004833368 60.87045707681127, 46.972927685966894 60.791968585053496, 46.88304359319502 60.64842625555047, 46.793997070072365 60.504821738349335, 46.705985681260415 60.36106276423494, 46.69066655680735 60.33600597943178, 46.98843616983896 60.333780433526485)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220825T080609_N0400_R078_T38VNN_20220825T100237.SAFE,Multi-Spectral Instrument,MSI,70.03 MB,GS2B_20220825T080609_028561_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220825T100237_S20220825T080613_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220825T100237_A028561_T38VNN_N04.00,S2B_MSIL2A_20220825T080609_N0400_R078_T38VNN_20220825T100237,9335854d-fad8-4c6b-bb50-37fd918fedd1
39b0af28-f110-4584-8fe2-80fb9613b84d,S2B_MSIL2A_20220825T080609_N0400_R078_T39VWF_20220825T100237,https://scihub.copernicus.eu/dhus/odata/v1/Products('39b0af28-f110-4584-8fe2-80fb9613b84d')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('39b0af28-f110-4584-8fe2-80fb9613b84d')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('39b0af28-f110-4584-8fe2-80fb9613b84d')/Products('Quicklook')/$value,"Date: 2022-08-25T08:06:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 235.09 MB",false,2022-08-25 10:02:37,2022-08-25 08:06:09.024,2022-08-25 08:06:09.024,2022-08-25 12:55:52.456,28561,78,173.105385183906,48.4907605366847,99.426359,0.482532,0.086684,0.0,1.7e-05,0.0,0.0,0.004426,S2B_OPER_MSI_L1C_TL_2BPS_20220825T091323_A028561_T39VWF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>59.53282970880886,51.74410363784291 59.488816882562894,51.710336489644654 59.347956588682685,51.60358676612671 59.2071271971517,51.49707934628022 59.0661593643896,51.39113027171648 58.92502644786456,51.28587948947702 58.78386078551868,51.181120247249005 58.64258974090197,51.07755311066347 58.55219221813779,51.01176276747262 58.55228106680046,50.99965633587482 59.538349128457064,50.99964634910203 59.53282970880886,51.74410363784291</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((51.01176276747262 58.55219221813779, 51.07755311066347 58.64258974090197, 51.181120247249005 58.78386078551868, 51.28587948947702 58.92502644786456, 51.39113027171648 59.0661593643896, 51.49707934628022 59.2071271971517, 51.60358676612671 59.347956588682685, 51.710336489644654 59.488816882562894, 51.74410363784291 59.53282970880886, 50.99964634910203 59.538349128457064, 50.99965633587482 58.55228106680046, 51.01176276747262 58.55219221813779)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220825T080609_N0400_R078_T39VWF_20220825T100237.SAFE,Multi-Spectral Instrument,MSI,235.09 MB,GS2B_20220825T080609_028561_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220825T100237_S20220825T080613_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220825T100237_A028561_T39VWF_N04.00,S2B_MSIL2A_20220825T080609_N0400_R078_T39VWF_20220825T100237,39b0af28-f110-4584-8fe2-80fb9613b84d
f138e932-1e6b-409f-a863-28a15c3188dc,S2B_MSIL2A_20220825T080609_N0400_R078_T39VUD_20220825T100237,https://scihub.copernicus.eu/dhus/odata/v1/Products('f138e932-1e6b-409f-a863-28a15c3188dc')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('f138e932-1e6b-409f-a863-28a15c3188dc')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('f138e932-1e6b-409f-a863-28a15c3188dc')/Products('Quicklook')/$value,"Date: 2022-08-25T08:06:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.07 GB",false,2022-08-25 10:02:37,2022-08-25 08:06:09.024,2022-08-25 08:06:09.024,2022-08-25 12:54:36.828,28561,78,168.604581113397,46.9674079271533,81.009567,13.481094,0.383891,0.14838,0.768674,0.532938,0.0,3.63168,S2B_OPER_MSI_L1C_TL_2BPS_20220825T091323_A028561_T39VUD_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>57.697805051759225,47.64382989003249 57.73324086912138,49.485183406011934 56.74722758147169,49.525094271204125 56.71309854743133,47.73210017614015 57.697805051759225,47.64382989003249</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((47.73210017614015 56.71309854743133, 49.525094271204125 56.74722758147169, 49.485183406011934 57.73324086912138, 47.64382989003249 57.697805051759225, 47.73210017614015 56.71309854743133)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220825T080609_N0400_R078_T39VUD_20220825T100237.SAFE,Multi-Spectral Instrument,MSI,1.07 GB,GS2B_20220825T080609_028561_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220825T100237_S20220825T080613_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220825T100237_A028561_T39VUD_N04.00,S2B_MSIL2A_20220825T080609_N0400_R078_T39VUD_20220825T100237,f138e932-1e6b-409f-a863-28a15c3188dc
16fe54ad-a93a-457b-8f74-9652fa5d86d5,S2B_MSIL2A_20220825T080609_N0400_R078_T38UPD_20220825T100237,https://scihub.copernicus.eu/dhus/odata/v1/Products('16fe54ad-a93a-457b-8f74-9652fa5d86d5')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('16fe54ad-a93a-457b-8f74-9652fa5d86d5')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('16fe54ad-a93a-457b-8f74-9652fa5d86d5')/Products('Quicklook')/$value,"Date: 2022-08-25T08:06:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 617.10 MB",false,2022-08-25 10:02:37,2022-08-25 08:06:09.024,2022-08-25 08:06:09.024,2022-08-25 12:54:06.662,28561,78,166.251365165223,42.7062774596151,73.922384,25.898606000000004,0.119052,0.05621,0.0,0.0,0.0,0.000241,S2B_OPER_MSI_L1C_TL_2BPS_20220825T091323_A028561_T38UPD_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>53.218243571166965,47.626181070313045 53.08655443105204,47.5530262439232 52.94307581974604,47.47372665059345 52.79953573581742,47.39500420296363 52.65589813713952,47.317047437697234 52.51238343767345,47.23920763998096 52.368584667615245,47.16281308989468 52.24134616991328,47.09488164049006 52.25345680664421,46.4649803671648 53.24020834947074,46.49846042834093 53.218243571166965,47.626181070313045</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((47.09488164049006 52.24134616991328, 47.16281308989468 52.368584667615245, 47.23920763998096 52.51238343767345, 47.317047437697234 52.65589813713952, 47.39500420296363 52.79953573581742, 47.47372665059345 52.94307581974604, 47.5530262439232 53.08655443105204, 47.626181070313045 53.218243571166965, 46.49846042834093 53.24020834947074, 46.4649803671648 52.25345680664421, 47.09488164049006 52.24134616991328)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220825T080609_N0400_R078_T38UPD_20220825T100237.SAFE,Multi-Spectral Instrument,MSI,617.10 MB,GS2B_20220825T080609_028561_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220825T100237_S20220825T080613_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220825T100237_A028561_T38UPD_N04.00,S2B_MSIL2A_20220825T080609_N0400_R078_T38UPD_20220825T100237,16fe54ad-a93a-457b-8f74-9652fa5d86d5
ef20bcf5-f6cb-4e6f-a6dd-cf1771b3ed49,S2B_MSIL2A_20220825T080609_N0400_R078_T38VPH_20220825T100237,https://scihub.copernicus.eu/dhus/odata/v1/Products('ef20bcf5-f6cb-4e6f-a6dd-cf1771b3ed49')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('ef20bcf5-f6cb-4e6f-a6dd-cf1771b3ed49')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('ef20bcf5-f6cb-4e6f-a6dd-cf1771b3ed49')/Products('Quicklook')/$value,"Date: 2022-08-25T08:06:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.06 GB",false,2022-08-25 10:02:37,2022-08-25 08:06:09.024,2022-08-25 08:06:09.024,2022-08-25 12:53:16.512,28561,78,167.054298312736,46.204629437698,79.023874,7.858109,4.281071,0.045218999999999995,1.080667,0.815502,0.0,6.84219,S2B_OPER_MSI_L1C_TL_2BPS_20220825T091323_A028561_T38VPH_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>56.833055285023114,46.63890642844616 56.79650515210518,48.435716349472024 55.81173603255935,48.348361286444856 55.84695640311729,46.597161938959715 56.833055285023114,46.63890642844616</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((48.348361286444856 55.81173603255935, 48.435716349472024 56.79650515210518, 46.63890642844616 56.833055285023114, 46.597161938959715 55.84695640311729, 48.348361286444856 55.81173603255935)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220825T080609_N0400_R078_T38VPH_20220825T100237.SAFE,Multi-Spectral Instrument,MSI,1.06 GB,GS2B_20220825T080609_028561_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220825T100237_S20220825T080613_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220825T100237_A028561_T38VPH_N04.00,S2B_MSIL2A_20220825T080609_N0400_R078_T38VPH_20220825T100237,ef20bcf5-f6cb-4e6f-a6dd-cf1771b3ed49
4e16e9c2-6359-48d1-8730-dee855587969,S2B_MSIL2A_20220825T080609_N0400_R078_T38ULF_20220825T100237,https://scihub.copernicus.eu/dhus/odata/v1/Products('4e16e9c2-6359-48d1-8730-dee855587969')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('4e16e9c2-6359-48d1-8730-dee855587969')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('4e16e9c2-6359-48d1-8730-dee855587969')/Products('Quicklook')/$value,"Date: 2022-08-25T08:06:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 61.35 MB",false,2022-08-25 10:02:37,2022-08-25 08:06:09.024,2022-08-25 08:06:09.024,2022-08-25 12:48:39.925,28561,78,160.354491777967,45.2145456404211,42.247373,48.486504,0.134165,0.06236,0.000964,0.0,0.0,9.0696,S2B_OPER_MSI_L1C_TL_2BPS_20220825T091323_A028561_T38ULF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>54.04779471696749,43.37711613834711 54.14308303835568,43.4205325680797 54.28842487530737,43.487348437017054 54.43377674682794,43.554629981923625 54.54262356058851,43.60544647355463 54.05231184875538,43.62217246392123 54.04779471696749,43.37711613834711</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((43.37711613834711 54.04779471696749, 43.62217246392123 54.05231184875538, 43.60544647355463 54.54262356058851, 43.554629981923625 54.43377674682794, 43.487348437017054 54.28842487530737, 43.4205325680797 54.14308303835568, 43.37711613834711 54.04779471696749)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220825T080609_N0400_R078_T38ULF_20220825T100237.SAFE,Multi-Spectral Instrument,MSI,61.35 MB,GS2B_20220825T080609_028561_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220825T100237_S20220825T080613_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220825T100237_A028561_T38ULF_N04.00,S2B_MSIL2A_20220825T080609_N0400_R078_T38ULF_20220825T100237,4e16e9c2-6359-48d1-8730-dee855587969
c8ee37c9-b9ef-4413-b2a7-b7bd7a311783,S2B_MSIL2A_20220824T083559_N0400_R064_T38VLK_20220824T100829,https://scihub.copernicus.eu/dhus/odata/v1/Products('c8ee37c9-b9ef-4413-b2a7-b7bd7a311783')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('c8ee37c9-b9ef-4413-b2a7-b7bd7a311783')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('c8ee37c9-b9ef-4413-b2a7-b7bd7a311783')/Products('Quicklook')/$value,"Date: 2022-08-24T08:35:59.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 942.19 MB",false,2022-08-24 10:08:29,2022-08-24 08:35:59.024,2022-08-24 08:35:59.024,2022-08-24 18:15:45.758,28547,64,170.51111582501,47.3840582562897,82.889181,16.159967,0.709458,0.058879,0.057533,0.00683,0.0,0.073614,S2B_OPER_MSI_L1C_TL_2BPS_20220824T092204_A028547_T38VLK_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>58.54091605845128,43.45037240799516 58.50829703951946,43.426804653850965 58.437737393168405,43.37576190849662 58.379673793473415,43.33421073472719 58.297477208513534,43.27529288620728 58.156120798011486,43.17460956671422 58.014664868523234,43.074856509305945 57.87312974797998,42.975712385860646 57.73149882167592,42.877008859937725 57.63233840171016,42.80829188749719 57.61010611826214,41.65192536674461 58.5945886925831,41.558265107108255 58.631278079015125,43.4464903386044 58.54091605845128,43.45037240799516</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((41.65192536674461 57.61010611826214, 42.80829188749719 57.63233840171016, 42.877008859937725 57.73149882167592, 42.975712385860646 57.87312974797998, 43.074856509305945 58.014664868523234, 43.17460956671422 58.156120798011486, 43.27529288620728 58.297477208513534, 43.33421073472719 58.379673793473415, 43.37576190849662 58.437737393168405, 43.426804653850965 58.50829703951946, 43.45037240799516 58.54091605845128, 43.4464903386044 58.631278079015125, 41.558265107108255 58.5945886925831, 41.65192536674461 57.61010611826214)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220824T083559_N0400_R064_T38VLK_20220824T100829.SAFE,Multi-Spectral Instrument,MSI,942.19 MB,GS2B_20220824T083559_028547_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220824T100829_S20220824T083607_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220824T100829_A028547_T38VLK_N04.00,S2B_MSIL2A_20220824T083559_N0400_R064_T38VLK_20220824T100829,c8ee37c9-b9ef-4413-b2a7-b7bd7a311783
62cf37f8-7c7d-45e3-93b5-8b88ba0bbd77,S2B_MSIL2A_20220824T083559_N0400_R064_T37VDE_20220824T100829,https://scihub.copernicus.eu/dhus/odata/v1/Products('62cf37f8-7c7d-45e3-93b5-8b88ba0bbd77')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('62cf37f8-7c7d-45e3-93b5-8b88ba0bbd77')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('62cf37f8-7c7d-45e3-93b5-8b88ba0bbd77')/Products('Quicklook')/$value,"Date: 2022-08-24T08:35:59.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 752.49 MB",false,2022-08-24 10:08:29,2022-08-24 08:35:59.024,2022-08-24 08:35:59.024,2022-08-24 18:13:20.803,28547,64,164.890300208874,47.8844004570025,67.04495,1.341068,28.795427000000004,0.10591,0.630817,0.316955,0.0,1.451514,S2B_OPER_MSI_L1C_TL_2BPS_20220824T092204_A028547_T37VDE_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>57.64498214409838,37.59768392548229 57.70279462807271,37.628472089516265 57.84724430442509,37.705970210857394 57.99167104443408,37.784176646498246 58.13613647007969,37.86286041733761 58.28053863234808,37.94238085566044 58.424949601538735,38.02238129991413 58.569312964633845,38.103079416056495 58.63433289905607,38.13973831829527 58.64054636337349,39.16813116162607 57.65434374334199,39.16354523940268 57.64498214409838,37.59768392548229</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((37.59768392548229 57.64498214409838, 39.16354523940268 57.65434374334199, 39.16813116162607 58.64054636337349, 38.13973831829527 58.63433289905607, 38.103079416056495 58.569312964633845, 38.02238129991413 58.424949601538735, 37.94238085566044 58.28053863234808, 37.86286041733761 58.13613647007969, 37.784176646498246 57.99167104443408, 37.705970210857394 57.84724430442509, 37.628472089516265 57.70279462807271, 37.59768392548229 57.64498214409838)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220824T083559_N0400_R064_T37VDE_20220824T100829.SAFE,Multi-Spectral Instrument,MSI,752.49 MB,GS2B_20220824T083559_028547_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220824T100829_S20220824T083607_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220824T100829_A028547_T37VDE_N04.00,S2B_MSIL2A_20220824T083559_N0400_R064_T37VDE_20220824T100829,62cf37f8-7c7d-45e3-93b5-8b88ba0bbd77
85a00025-b743-4e40-a5c5-4f3557978c50,S2B_MSIL2A_20220824T083559_N0400_R064_T38VML_20220824T100829,https://scihub.copernicus.eu/dhus/odata/v1/Products('85a00025-b743-4e40-a5c5-4f3557978c50')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('85a00025-b743-4e40-a5c5-4f3557978c50')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('85a00025-b743-4e40-a5c5-4f3557978c50')/Products('Quicklook')/$value,"Date: 2022-08-24T08:35:59.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 341.95 MB",false,2022-08-24 10:08:29,2022-08-24 08:35:59.024,2022-08-24 08:35:59.024,2022-08-24 18:10:57.860,28547,64,172.743758892498,48.1720437113177,97.52745,0.227577,0.018329,0.00178,0.002363,0.0,0.0,2.224865,S2B_OPER_MSI_L1C_TL_2BPS_20220824T092204_A028547_T38VML_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>59.532252126550325,44.19140749383769 59.42656435021471,44.11054111288363 59.28564942526227,44.003222682312895 59.1446637109346,43.896508632877605 59.00358370912503,43.79088562185009 58.86247169481016,43.68590054007592 58.72133486910988,43.581596435384775 58.58007690893012,43.478666738308775 58.54180914459925,43.45101767678172 58.54078550591164,43.28143754549639 59.52639875303964,43.23152791947672 59.532252126550325,44.19140749383769</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((43.28143754549639 58.54078550591164, 43.45101767678172 58.54180914459925, 43.478666738308775 58.58007690893012, 43.581596435384775 58.72133486910988, 43.68590054007592 58.86247169481016, 43.79088562185009 59.00358370912503, 43.896508632877605 59.1446637109346, 44.003222682312895 59.28564942526227, 44.11054111288363 59.42656435021471, 44.19140749383769 59.532252126550325, 43.23152791947672 59.52639875303964, 43.28143754549639 58.54078550591164)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220824T083559_N0400_R064_T38VML_20220824T100829.SAFE,Multi-Spectral Instrument,MSI,341.95 MB,GS2B_20220824T083559_028547_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220824T100829_S20220824T083607_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220824T100829_A028547_T38VML_N04.00,S2B_MSIL2A_20220824T083559_N0400_R064_T38VML_20220824T100829,85a00025-b743-4e40-a5c5-4f3557978c50
62849397-4cf3-4614-bb54-d7f2d41bb20b,S2B_MSIL2A_20220824T083559_N0400_R064_T37VDC_20220824T100829,https://scihub.copernicus.eu/dhus/odata/v1/Products('62849397-4cf3-4614-bb54-d7f2d41bb20b')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('62849397-4cf3-4614-bb54-d7f2d41bb20b')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('62849397-4cf3-4614-bb54-d7f2d41bb20b')/Products('Quicklook')/$value,"Date: 2022-08-24T08:35:59.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.09 GB",false,2022-08-24 10:08:29,2022-08-24 08:35:59.024,2022-08-24 08:35:59.024,2022-08-24 18:06:50.735,28547,64,164.658785815318,46.1284195739477,86.80039,9.910626,1.122714,0.001861,0.358406,0.117856,7e-06,2.086806,S2B_OPER_MSI_L1C_TL_2BPS_20220824T092204_A028547_T37VDC_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>56.833046680181816,37.36043831332785 56.843709329150045,39.15999403767598 55.85722237128517,39.15591671984711 55.84694811162493,37.40219947532555 56.833046680181816,37.36043831332785</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((37.40219947532555 55.84694811162493, 39.15591671984711 55.85722237128517, 39.15999403767598 56.843709329150045, 37.36043831332785 56.833046680181816, 37.40219947532555 55.84694811162493)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220824T083559_N0400_R064_T37VDC_20220824T100829.SAFE,Multi-Spectral Instrument,MSI,1.09 GB,GS2B_20220824T083559_028547_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220824T100829_S20220824T083607_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220824T100829_A028547_T37VDC_N04.00,S2B_MSIL2A_20220824T083559_N0400_R064_T37VDC_20220824T100829,62849397-4cf3-4614-bb54-d7f2d41bb20b
a07ae20f-e397-48e8-905b-6b147a1bce4c,S2B_MSIL2A_20220824T083559_N0400_R064_T37VFL_20220824T100829,https://scihub.copernicus.eu/dhus/odata/v1/Products('a07ae20f-e397-48e8-905b-6b147a1bce4c')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('a07ae20f-e397-48e8-905b-6b147a1bce4c')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('a07ae20f-e397-48e8-905b-6b147a1bce4c')/Products('Quicklook')/$value,"Date: 2022-08-24T08:35:59.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 989.13 MB",false,2022-08-24 10:08:29,2022-08-24 08:35:59.024,2022-08-24 08:35:59.024,2022-08-24 18:05:51.768,28547,64,170.271916248718,52.7482987679373,81.362528,1.299299,2.01324,0.812946,2.809729,1.612902,0.0,13.695827,S2B_OPER_MSI_L1C_TL_2BPS_20220824T092204_A028547_T37VFL_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>63.10857134096137,40.98202972094186 63.16140472313983,41.02014807936615 63.30401883150003,41.123856814696246 63.44561572716727,41.22810376516122 63.44620495848064,41.22853949674673 63.45375349965139,41.23416762952699 63.589054378085166,41.33515123812237 63.7314945462452,41.442367984918846 63.87383539666772,41.550796268602966 63.99961497485545,41.64739059374686 63.963836265642925,43.286244088784905 62.98107938024575,43.14138301235543 63.027944262353635,40.97635385565624 63.10857134096137,40.98202972094186</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((43.14138301235543 62.98107938024575, 43.286244088784905 63.963836265642925, 41.64739059374686 63.99961497485545, 41.550796268602966 63.87383539666772, 41.442367984918846 63.7314945462452, 41.33515123812237 63.589054378085166, 41.23416762952699 63.45375349965139, 41.22853949674673 63.44620495848064, 41.22810376516122 63.44561572716727, 41.123856814696246 63.30401883150003, 41.02014807936615 63.16140472313983, 40.98202972094186 63.10857134096137, 40.97635385565624 63.027944262353635, 43.14138301235543 62.98107938024575)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220824T083559_N0400_R064_T37VFL_20220824T100829.SAFE,Multi-Spectral Instrument,MSI,989.13 MB,GS2B_20220824T083559_028547_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220824T100829_S20220824T083607_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220824T100829_A028547_T37VFL_N04.00,S2B_MSIL2A_20220824T083559_N0400_R064_T37VFL_20220824T100829,a07ae20f-e397-48e8-905b-6b147a1bce4c
